"pvalue","feature_id","padj"
0.0762857594226982,NA,0.140819388339738
0.00793273771502792,NA,0.0285161045229688
0.0269956260837934,NA,0.0682889356119662
0.286562563198832,NA,0.350756685779216
0.136454701405033,NA,0.207928136651616
0.631693419546437,NA,0.681590214139362
0.0303704634191889,NA,0.0750150209746046
0.0613999901067338,NA,0.120161012157304
0.0859508201729911,"Cerarvensin",0.1527146382806
0.000212899753592321,NA,0.00227203955786805
0.0539942078384695,"Cetylmannoside",0.10975608319546
0.00110486385663112,NA,0.00644976080409448
0.0253291879740628,"Glucoiberverin",0.0662828942003253
0.160958770880487,NA,0.228554761977906
0.551290187869627,NA,0.608289496470041
0.115707691766525,NA,0.184425598331828
0.000280937585695268,NA,0.00267811133544877
0.255916567251943,"gamma-Tocotrienol",0.323088753111048
0.514053097308533,NA,0.572754103526473
0.0234054360642021,NA,0.0622019954546693
0.00408979428745894,"Roflumilast N-oxide",0.0175631113648344
0.191494218172752,NA,0.260538946239024
0.0105346257376458,NA,0.0350982896527417
3.74941924774747e-05,NA,0.000853617782070506
0.0197322568556421,NA,0.0545632851514313
0.0961392104901038,NA,0.164157701911852
0.00348339994711936,NA,0.0160754200262332
0.193149643460291,NA,0.261748425562259
