"logFC","pvalue","feature_id","padj","significance","clean_name"
0.554816427782605,0.273152792971052,"Adenine",0.383038247505779,"Not Significant","Adenine"
-1.61763298476621,0.0230786079052638,"Acetyl-D-alanine",0.10740470999412,"Not Significant","Acetyl-D-alanine"
-1.72549283924389,0.000202867839568019,"Adenosine 5'-monophosphate",0.0154784741997543,"Down","Adenosine 5'-monophosphate"
-1.92269092179833,0.318954770470408,"Glutathione reduced",0.423825113290445,"Not Significant","Glutathione reduced"
0.581518231198976,0.236348881486049,"UDP-β-D-Glucose",0.351421730289665,"Not Significant","UDP-β-D-Glucose"
-3.72301086026541,0.0123337970899313,"Taurine",0.0859590144124801,"Not Significant","Taurine"
-3.68170875984075,0.00658121644414719,"Creatine",0.0661025122257726,"Not Significant","Creatine"
-1.38509276318667,0.0966291010891652,"Glutamic acid",0.224481891305782,"Not Significant","Glutamic acid"
0.248873987080209,0.0368618069996178,"Uridine",0.135950079284052,"Not Significant","Uridine"
-2.07867351709571,0.0332021102354918,"Myoinositol",0.129566043023001,"Not Significant","Myoinositol"
-0.940502539000231,0.0155116787212256,"Adenosine",0.0945935407731881,"Not Significant","Adenosine"
-3.58424484294321,0.0164011009687401,"Xanthosine",0.0971118158836445,"Not Significant","Xanthosine"
-2.37661117273595,0.0179139087265191,"Phenylac-Gly-OH",0.0989128530404346,"Not Significant","Phenylac-Gly-OH"
-1.6993529265475,0.000452576219731322,"Uridine-5'-phosphoric acid",0.0216635147127027,"Down","Uridine-5'-phosphoric acid"
0.336811507483475,0.254332795866572,"4-Nitrophenol",0.366217294211054,"Not Significant","4-Nitrophenol"
-1.86122821417208,0.0302096415126651,"Pantothenic acid",0.122816578292561,"Not Significant","Pantothenic acid"
-6.49247485175801,0.000518586391361242,"Xanthine",0.0217073929695807,"Down","Xanthine"
0.0672678266480489,0.548959514590623,"Inosine",0.635467010860081,"Not Significant","Inosine"
-1.07740440460633,0.0306726005429446,"sn-glycero-3-Phosphocholine",0.123850755873729,"Not Significant","sn-glycero-3-Phosphocholine"
-1.04860609486878,0.149700611924887,"Threonine",0.271434312366652,"Not Significant","Threonine"
-0.471895146922285,0.272428504552681,"1,2-Dioleoyl-sn-glycero-3-phosphocholine",0.383038247505779,"Not Significant","1,2-Dioleoyl-sn-glycero-3-phosphocholine"
